AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI,TC,PC,PS,AI_c,PC_c,AIxPC
4.1054271957,3.8333493805,3.0670310370,3.3540454856,3.4202840041,3.6298276752,3.1674389566,4.0374271976,3.9708817953,3.7256950693,3.7280711785,3.7807260039,3.2209366182,3.4673465929,3.0569802894,3.4877746723,2.3290392593,3.4627491132,3.5985634987,3.7596185289,3.3129527283,3.5560274206,3.7062541388,3.4508121366,3.3251163001,-0.2339725794,0.2608121366,-0.0610228883
3.5661611077,2.5388465727,3.8056515964,2.7423768094,3.4646641460,2.9845157022,2.9875179545,3.0073593104,3.2957865673,3.3754822768,3.8693541158,2.4277088879,2.6706879401,2.7543538802,3.6292164768,3.6723067562,4.6526413191,4.0023545540,3.4557915712,3.6116129938,2.8249717215,3.2235400464,3.1301323622,3.0702642602,3.7032798193,-0.5664599536,-0.1197357398,0.0678255016
3.2354301331,2.3387230942,3.3333492481,3.6974478229,4.2913965080,3.9967744071,4.4103232568,4.9561560085,2.6879843080,3.7403822715,3.8895542394,2.4615903859,2.9786632206,3.6966355855,2.5499298170,4.9717680228,3.3593609131,3.8116608956,4.4840335942,3.7788689547,4.5615481414,3.3792693613,3.9583240504,3.1152746497,4.1612067536,-0.4107306387,-0.0747253503,0.0306919909
3.8426162490,3.3080964205,3.4040253742,4.2391835394,4.6085949012,5.0243969064,4.1610439896,4.6823611251,3.6460301315,4.5319201773,2.0545370733,2.9365230411,2.5757630527,3.5832116839,3.3526922171,3.9477883042,5.3942891524,4.5732466097,4.8067809306,4.1621925760,5.3441234632,3.8805032968,4.4091504660,2.9005454136,4.7047368394,0.0905032968,-0.2894545864,-0.0261965944
4.3718125300,4.1646705943,4.4975576987,4.4436540203,4.0653064585,3.1299783491,4.1829253356,2.7336552472,4.1008656698,3.4745567776,4.2000701369,3.0995976491,2.3195610697,3.1954986546,3.9568247060,5.3392901127,3.1710118008,4.6529137499,4.8585108630,4.4529322384,3.9052361265,4.3086002604,3.5243962759,3.3543104433,4.3966491486,0.5186002604,0.1643104433,0.0852114387
3.9846323097,3.9974641345,3.7545232135,4.8680896767,4.4976859980,3.1122574365,3.0737352873,3.7183621590,4.5994323215,4.5193201191,1.7361312776,2.9359760685,4.0421095495,2.2496239324,3.4966260237,2.6697746180,2.7388191827,1.7192185639,2.5616553998,2.4547689329,2.0789446063,4.2204790665,3.8046214647,2.8920933703,2.3705302173,0.4304790665,-0.2979066297,-0.1282425678
4.0569181759,2.6651531713,3.4947531441,3.6048438849,3.7849247419,2.2846574240,3.2254196994,3.7156177256,3.2203635056,3.0195978983,2.7465784099,4.0725047183,4.0926234423,3.8780283387,4.2791921886,2.4518711268,2.7822171723,3.5748165595,2.4368161796,1.4856853781,2.6735115750,3.5213186236,3.0931312506,3.8137854196,2.5674863319,-0.2686813764,0.6237854196,-0.1675995251
3.1109956807,4.2249312883,3.0897920798,2.3908787028,2.8596869836,2.2748716497,3.3824564824,2.5915100935,3.3724819192,2.7677846175,3.4255956226,4.0774752005,2.9418601124,4.1206313674,2.1310792819,3.1429618908,3.8819034970,2.9916341468,3.6562981656,3.9283200878,3.1318296853,3.1352569470,2.8778209524,3.3393283170,3.4554912455,-0.6547430530,0.1493283170,-0.0977716781
3.9728733504,4.5341090988,2.8971107311,4.1429698276,4.7887931322,3.7758048979,3.2940504996,3.4122838252,3.7174403382,4.2481765827,4.6658302839,3.8862619365,3.9998470707,3.2877423140,2.9853475399,4.2710514210,5.1706972330,4.1647775320,4.6472295390,3.9446560998,3.5765500767,4.0671712280,3.6895512287,3.7650058290,4.2958269836,0.2771712280,0.5750058290,0.1593750717
4.1795766371,3.4989817918,4.3032134317,3.5456346808,3.8194110371,3.6579485525,3.8576078159,3.6608068319,3.7660522269,4.5452791585,2.1360512257,3.3396328648,2.9884232004,2.7928020199,1.6496281859,4.1162632918,3.0923728049,2.8938784489,4.1974686403,3.1837520213,3.7045885760,3.8693635157,3.8975389171,2.5813074993,3.5313872972,0.0793635157,-0.6086925007,-0.0483079768
3.1740749241,3.2987787569,4.5252843169,3.6888972027,3.8278351586,3.8473267846,3.6869354789,3.5013754445,3.4119404227,3.8503590731,4.6059611859,4.5564300766,4.3925135597,4.1505116778,3.6114909970,3.7462991033,2.5309450188,2.9424647841,1.6073878042,2.1042824878,2.6034108299,3.7029740718,3.6595874408,4.2633814994,2.5891316713,-0.0870259282,1.0733814994,-0.0934120213
2.7971600523,2.3574502968,2.7181601948,3.1061334668,2.5166968042,0.7688903831,1.9336831707,2.6798311379,1.8452286067,2.0335221217,4.3358145750,2.7897120205,3.3997499482,1.1316956279,4.1426984994,3.9809130191,4.5467930576,4.7088974506,4.7915860485,5.1245798234,3.9273049201,2.6991201630,1.8522310840,3.1599341342,4.5133457199,-1.0908798370,-0.0300658658,0.0327982468
3.9117220603,2.2332024940,4.5056610607,3.2904403360,4.5646618062,3.2540607766,4.1129147541,3.8363899893,3.0586527982,4.4614090759,1.3786280526,2.7032635158,2.3109693964,2.8453709271,2.4602173595,2.2314555932,2.3529244933,2.7485538557,2.4426962300,2.2230068438,2.7292731371,3.7011375514,3.7446854788,2.3396898503,2.4546516922,-0.0888624486,-0.8503101497,0.0755606419
5.8931730199,5.8030965953,4.7378013184,5.0988712568,4.1170950914,4.5564743839,4.8623103941,4.9592692562,5.5921511506,4.3946348771,3.4979512693,1.9417586435,2.6311966456,2.7841577109,1.5821555311,4.8325589948,3.9703278454,5.1473438992,4.7866468252,5.1421432985,5.2561335160,5.1300074563,4.8729680124,2.4874439601,4.8558590632,1.3400074563,-0.7025560399,-0.9414303320
5.0238143017,4.8867750852,3.7852887213,4.4010732879,5.6772777249,5.5548313140,4.6442236135,4.6848497347,4.4925639794,6.0275768903,1.8577842869,2.4921880482,3.5774489165,3.1503023726,4.3443077401,4.5292328272,4.1312864122,3.3970023628,3.6117667523,5.1718951130,3.2521901898,4.7548458242,5.0808091064,3.0844062728,4.0155622762,0.9648458242,-0.1055937272,-0.1018816667
3.1266838428,4.3938233724,3.8410998418,3.7325692601,2.9728389096,3.6469317363,3.3782483205,3.0578419991,4.6599043708,3.0292602261,4.9002954565,3.0845395113,3.6545504537,3.0352659166,3.7209534569,3.2775022875,3.1621465535,2.8417891155,3.2728416156,3.3183020816,3.1190050740,3.6134030453,3.5544373305,3.6791209590,3.1652644546,-0.1765969547,0.4891209590,-0.0863772718
3.2852224211,3.4250101091,4.5194919576,2.9065367258,2.6904004760,2.6731506977,2.8387784945,3.0519646670,2.8017075714,3.6063368105,3.7142635159,2.9508963452,3.3821397531,4.3184322294,3.6007138842,2.8902022806,3.3373520306,3.4001672742,3.5455874730,2.4933908717,2.9688917306,3.3653323379,2.9943876482,3.5932891455,3.1059319435,-0.4246676621,0.4032891455,-0.1712638586
3.2190280282,2.9294438413,2.5377464799,3.3526968616,2.9853783802,3.6658385145,4.1142750984,3.3476258725,3.9093955733,2.8178677930,1.9455948069,3.8402812355,4.0134387216,2.5293865996,3.4328975512,3.7018997247,3.5094497663,3.7681396467,3.6993806262,4.5853992446,4.1449786123,3.0048587182,3.5710005704,3.1523197830,3.9015412701,-0.7851412818,-0.0376802170,0.0295842939
3.4326147543,4.0057622571,2.8181594021,3.8464629131,2.8787759151,3.2029076002,3.8195386756,3.8489486119,3.6684750342,3.3136440766,4.0381543968,3.5790139319,2.1283102890,3.2536094494,3.8330163620,4.2956664653,3.9372317122,4.2400116084,4.2271802155,4.3618741425,4.3519576766,3.3963550483,3.5707027997,3.3664208858,4.2356536368,-0.3936449517,0.1764208858,-0.0694471911
3.8272446414,3.5392629434,3.4857191406,1.3887384829,3.4376543389,3.5648610825,3.4531963841,2.4688209894,2.4199763145,3.3547606093,3.5802253147,4.8353839572,3.6638230959,3.7165603877,3.1667876136,5.4804288201,4.7261537930,5.7611986966,5.8135035314,4.7451739930,5.8281043313,3.1357239094,3.0523230759,3.7925560738,5.3924271942,-0.6542760906,0.6025560738,-0.3942380323
2.6863713369,3.2287162937,3.1716730261,3.6038065654,2.2516461337,2.9411190502,2.5892674633,2.6741455332,3.0865837944,3.2736882173,2.8759195704,3.0457895996,2.9443842176,3.4596493579,4.0285323326,4.3245430061,4.5485511675,4.3196406574,4.4744686517,4.9391878706,5.4232243491,2.9884426712,2.9129608117,3.2708550156,4.6716026171,-0.8015573288,0.0808550156,-0.0648099304
3.8077103536,4.4225624550,3.3837391948,4.0478639444,4.9815620292,5.7139158354,4.1345363458,5.1818902865,5.2202290274,4.8499171689,3.4413490398,3.5352387372,2.5720828165,1.2580176801,1.7833743444,5.1283638137,4.6608123042,3.2379342211,4.5546385565,4.5396331143,4.5654976835,4.1286875954,5.0200977328,2.5180125236,4.4478132822,0.3386875954,-0.6719874764,-0.2275938225
4.0484754314,4.2677406859,3.7231965537,3.0990300940,3.5012895962,4.1277536520,4.4521509295,4.0233022588,4.2066777851,4.0120734248,2.3831290629,2.9686023536,1.9317965438,3.2834921268,2.7420933799,3.7137477487,3.8652140343,4.8623405932,4.6947954342,4.2568062299,4.7155194085,3.7279464722,4.1643916101,2.6618226934,4.3514039081,-0.0620535278,-0.5281773066,0.0327752652
3.4941113797,4.3956321912,2.4204400464,2.6101745541,3.0114066044,3.7495460383,2.5684256236,3.7818117046,3.1395267398,3.4820179073,4.0948860069,4.6676561822,2.8936702782,3.9223381462,2.6371702060,3.7719011183,4.7504454575,3.6521866313,3.8070916233,4.3497757048,3.7949002601,3.1863529552,3.3442656027,3.6431441639,4.0210501326,-0.6036470448,0.4531441639,-0.2735391354
3.1040754597,3.8407038194,4.1176224731,3.9723252308,3.6331154079,3.1478439355,3.3987014882,4.8502274775,4.3386983265,2.9392753888,4.3102810198,4.7279151477,4.4795498790,3.6682304116,4.7004938067,5.1789292443,4.7501690637,5.8481543972,5.0691168488,5.1906312873,4.5526738496,3.7335684782,3.7349493233,4.3772940529,5.0982791152,-0.0564315218,1.1872940529,-0.0670008103
2.6425077162,4.1816234302,3.2990256706,3.7496236506,3.4138190269,3.0882342148,4.1394170489,3.4936627323,3.0621526145,3.6728421904,2.1162871543,1.6511923140,2.1785497646,2.5510031295,3.2988313470,4.6734470052,3.2798222582,5.0780373084,4.1632680101,2.8210574960,4.3052488012,3.4573198989,3.4912617602,2.3591727419,4.0534801465,-0.3326801011,-0.8308272581,0.2763996962
3.4237547415,3.6172232823,3.6409037710,2.9454673911,3.1604862734,3.3442771985,3.8034463569,3.0099892229,3.3511467466,2.6652972185,2.7495457850,3.0452874333,1.4731509373,2.8169762259,2.8566773026,3.3589467834,4.8712662948,5.2505064635,3.8509884502,3.9613117501,4.4340503020,3.3575670919,3.2348313487,2.5883275368,4.2878450073,-0.4324329081,-0.6016724632,0.2601829730
4.4658061690,4.7675336189,4.2441921657,3.6561800996,4.1833831810,3.2622414979,3.8841181939,3.5951681912,3.4360173070,2.9147987022,4.5882355908,3.8373077188,4.4530078030,3.0523590091,4.4986972502,4.1562280832,4.2103521046,3.2685068616,3.4185063769,2.5742668527,3.2919911520,4.2634190468,3.4184687785,4.0859214744,3.4866419052,0.4734190468,0.8959214744,0.4241462904
4.2640001706,3.3406045678,4.3475365407,3.4914921773,3.7078608632,3.9864381494,3.9169197971,4.0272967595,3.4005650567,5.0310672075,4.3705116803,3.1411816815,2.8013246169,4.0147562107,3.1850523851,4.3697732865,4.8228026948,5.0008047836,4.9109484097,4.3735572598,4.1126150962,3.8302988639,4.0724573940,3.5025653149,4.5984169218,0.0402988639,0.3125653149,0.0125960271
3.3119012638,4.0821019226,4.6249464042,3.5693770234,4.0381962515,4.3917634305,3.8901476964,4.0545271764,3.9427976773,3.4574303506,2.0021885395,1.8774343928,0.7990362783,1.4881052987,0.4918136642,3.4981926838,3.5809166031,4.3623280046,4.1676100336,4.6478742801,4.2951671061,3.9253045731,3.9473332663,1.3317156347,4.0920147852,0.1353045731,-1.8582843653,-0.2514343727
2.8626869578,3.5318346995,3.6003159689,3.8558031280,3.1446022652,1.8813961920,2.6174853971,2.4841848014,2.3127537710,3.9139383112,1.8847033404,3.0795011390,3.0569092191,2.7473762406,2.1673455895,3.6528734514,3.5419304789,4.3625746376,3.9728378236,5.0050574917,4.2130242876,3.3990486039,2.6419516945,2.5871671057,4.1247163618,-0.3909513961,-0.6028328943,0.2356783617
3.8978819479,5.0281768272,4.8823310931,4.4586359562,5.4345521747,4.2530380197,4.4011841405,4.9171984692,4.2623940808,4.1843416592,1.7566953087,2.2715489537,2.5501509948,1.6674814877,0.9273546847,4.9456157167,4.6713983071,4.0122358786,4.1944020151,4.6250355009,3.3421340319,4.7403155998,4.4036312739,1.8346462859,4.2984702417,0.9503155998,-1.3553537141,-1.2880137778
4.1624564019,4.4709591412,4.3757802681,4.6471843880,4.7496511248,3.8115947191,4.9144847782,3.9892080815,4.1907727926,4.1285060830,4.9070240412,4.2344735612,3.9252278692,4.4248292064,4.5725172474,3.3385978772,4.7743052591,4.2563456674,3.0156552478,4.5955680647,2.5629320681,4.4812062648,4.2069132909,4.4128143851,3.7572340307,0.6912062648,1.2228143851,0.8452169637
3.8508699132,4.4293834134,4.7629507779,4.6919106988,4.6739142084,4.0969763695,4.4161330645,4.5671605065,4.9312021306,4.8441701071,3.2186727157,3.7323772333,3.0375358862,3.4152073735,2.8422682333,5.1777764393,5.2533887103,5.2517052111,4.7902397135,4.7486331063,3.9155672765,4.4818058023,4.5711284356,3.2492122884,4.8562184095,0.6918058023,0.0592122884,0.0409634047
2.5426359804,3.3315343107,3.6279700572,3.5553802343,3.3105036949,4.3374578653,3.7419134530,3.8446921462,3.1945973250,3.1102980486,3.9159115818,4.2101745071,3.7740202589,4.2471747659,2.6468178050,3.3239450681,2.6350125444,2.7929518458,2.2316891582,3.8059300575,2.8210119903,3.2736048555,3.6457917676,3.7588197838,2.9350901107,-0.5163951445,0.5688197838,-0.2937357744
2.2639059260,3.7144452728,1.9821270544,2.0660569498,2.7501257966,3.1073274790,2.1417519425,1.4986206065,1.6263464904,2.2962111224,4.2861649193,3.1928514216,3.9554031081,3.5350204429,3.7230625454,1.9972711283,2.6279542593,2.6152681083,3.0300426947,3.1641618344,2.4075344804,2.5553321999,2.1340515282,3.7385004874,2.6403720842,-1.2346678001,0.5485004874,-0.6772158902
4.0873498315,4.4666937552,4.3282013206,5.0263536013,4.4472058395,3.4717266721,3.6948020916,3.7786007217,3.6611888356,3.6385133508,3.4551479187,3.5608481544,3.9377453266,2.1646606319,2.9694785408,5.6019668252,5.3260123691,4.5881830108,4.7928968216,5.1917655055,5.1966995217,4.4711608696,3.6489663344,3.2175761145,5.1162540090,0.6811608696,0.0275761145,0.0187837701
2.7519278915,2.2084113587,3.0643365161,3.8251059530,2.8707163118,4.0990839690,2.0582218665,3.0647327420,2.6885802691,2.6619710041,1.8202195429,2.4637821121,2.8875644146,3.0564802703,3.9370021213,3.6407809798,3.6623680675,2.7890265591,3.9022807695,2.8285335798,4.2874497339,2.9440996062,2.9145179701,2.8330096922,3.5184066149,-0.8459003938,-0.3569903078,0.3019782419
3.6251962347,3.8823236697,3.8021073831,4.4384955942,4.8325609323,3.8255239012,4.0817003466,4.2540953519,3.5473413355,3.8646550678,3.8723266458,3.8033826126,3.5325971775,3.1011571460,3.1189246630,4.2745725823,4.1398163417,5.3956514893,3.3619080825,3.9218521645,4.8134417962,4.1161367628,3.9146632006,3.4856776490,4.3178737428,0.3261367628,0.2956776490,0.0964313513
3.7119358791,4.5080889283,5.5618553891,4.7193315681,3.6084586651,3.4986762871,3.9242723298,3.8503624725,2.9364289526,3.6954035431,3.1314923536,3.1174331263,3.0602089031,3.2252386704,2.6960635434,4.4403078033,4.6396622988,4.4130394445,4.5269760347,3.7007721253,3.3202956248,4.4219340859,3.5810287170,3.0460873194,4.1735088886,0.6319340859,-0.1439126806,-0.0909433283
5.6321291600,4.4636236533,4.4714903201,4.6746438021,4.3525261209,4.0262612706,3.5770232703,3.3034511316,4.5131334308,2.7126593600,3.5701536711,2.0995301630,3.7377421156,3.7299809465,3.1863144071,2.9963700583,3.8993198405,3.8506390437,4.6630266091,3.4854913371,3.3443204974,4.7188826113,3.6265056927,3.2647442606,3.7065278977,0.9288826113,0.0747442606,0.0694286440
4.0705010900,4.1561072066,4.3556234081,4.2012788866,4.1537686198,3.2756079651,3.7431857399,3.7549437323,3.1690572096,3.6435718356,4.2889510290,4.4545404895,4.2920284875,3.6813474754,2.8763804886,4.0178547746,2.8149132205,3.4536635274,2.8134518580,2.9276881700,4.2030982814,4.1874558422,3.5172732965,3.9186495940,3.3717783053,0.3974558422,0.7286495940,0.2896060381
3.2267743518,3.5513723691,3.2571817533,2.3150820462,2.3215144429,2.7284325498,2.8374064907,3.2150820917,2.5982668573,3.1062304476,3.8996882025,3.8487712893,4.4185264679,3.4451270103,2.9740284426,3.9489222683,4.9157994744,5.3544930271,4.1546352358,4.5780242872,4.6764016986,2.9343849927,2.8970836874,3.7172282825,4.6047126652,-0.8556150073,0.5272282825,-0.4511044308
3.9647365224,4.2674326373,4.4916982210,2.9976928723,4.3275547190,3.2164002465,4.2561600316,3.3958938809,3.2516114433,3.7147418746,2.1695394830,1.8859808591,3.1601597765,1.6263604036,2.9111105353,3.8727341045,3.9604370528,5.2848286623,4.0092396998,4.5153474966,4.2773926428,4.0098229944,3.5669614954,2.3506302115,4.3199966098,0.2198229944,-0.8393697885,-0.1845127803
4.2129257054,4.4124347053,3.7622248464,3.7124597274,4.2012457275,4.2537046928,3.5999825998,4.5876227582,3.9924852926,4.3639231045,2.1920141961,3.3479122726,3.6594776368,3.2944511178,2.9029334675,4.6391033230,4.2789452701,3.4973593896,4.4171879905,4.5414968166,3.5806900442,4.0602581424,4.1595436896,3.0793577382,4.1591304723,0.2702581424,-0.1106422618,-0.0299019722
2.9312258681,2.7929695977,2.3101385024,2.5123201868,2.5688986764,3.5583040874,2.5871119222,0.7172351464,2.4842544775,1.9061591454,2.6252566095,2.8189915284,3.2897566052,3.4532666020,2.9681250815,3.6375432050,4.5759375079,4.6424679786,3.8827668472,3.6180756275,4.6857724871,2.6231105663,2.2506129558,3.0310792853,4.1737606089,-1.1668894337,-0.1589207147,0.1854429028
2.9284344948,2.5416703250,2.6529016458,3.5041589381,3.6841018470,1.7297366447,3.1246981316,2.8562608281,3.2008841478,3.1836726793,5.5847456469,3.4302459447,3.5247581672,3.3805810372,3.3284913096,2.8501062895,2.6447021752,3.9007209165,2.5412822323,3.9458648551,4.0793206762,3.0622534501,2.8190504863,3.8497644211,3.3269995241,-0.7277465499,0.6597644211,-0.4801412812
3.3326764220,4.7293389687,4.3012145858,4.0373861500,3.8175848586,4.4677828178,5.4102321300,4.6556207005,3.4344509999,3.2327776141,3.2355677095,2.8955658140,2.6726422278,1.9715623859,3.3103186294,4.9772581623,4.2100622809,5.6569617973,4.4624027148,3.6170396430,5.0849927215,4.0436401970,4.2401728525,2.8171313533,4.6681195533,0.2536401970,-0.3728686467,-0.0945744770
4.1465540670,3.6421494319,5.0181108781,3.2937562194,4.1533254607,4.5139134960,4.0219730126,4.5149079943,4.0240740843,3.8569474156,4.6557029724,4.6164759341,4.5040747243,4.4944161909,5.8184760185,4.8370896687,4.0842766304,5.1992267267,5.3845295362,4.3186845232,4.6889593985,4.0507792114,4.1863632006,4.8178291680,4.7521277473,0.2607792114,1.6278291680,0.4245040068
3.0086054616,3.9270696479,2.3835449960,3.0315771643,3.1525739821,1.9289019681,2.9571150192,2.5545097354,2.0446726934,2.6204825452,3.5060749015,4.0898962196,3.5664732063,2.4794444079,3.7525307883,3.2175019308,3.9073236449,3.9937232933,4.4704467088,4.2310842627,4.0864069006,3.1006742504,2.4211363923,3.4788839047,3.9844144569,-0.6893257496,0.2888839047,-0.1991351142
2.4864496366,2.1477143139,2.0674028195,1.2000562510,2.5285902941,2.5962412434,1.6054679223,2.4101359087,2.8702721042,2.6717440606,2.8462746162,2.4331454276,2.3635842580,2.5985553509,2.7109570980,2.6867733802,2.1924004848,3.3701019532,3.1009785361,1.5448443378,2.9547555928,2.0860426630,2.4307722479,2.5905033501,2.6416423808,-1.7039573370,-0.5994966499,1.0215167150
3.6442804507,4.1515537588,4.3303635783,3.8956533620,3.7864940427,3.2076014338,3.2336317753,3.2444676316,2.2839159788,2.9221340360,3.1752451579,4.4962487454,4.0723596045,3.6798577122,3.4627500397,4.3762859434,3.5312791627,5.0121874098,5.0995380847,3.6757822578,3.1495627433,3.9616690385,2.9783501711,3.7772922519,4.1407726003,0.1716690385,0.5872922519,0.1008198962
3.8050826545,2.3812904570,4.4077096915,3.5315214226,3.4329414364,3.0302196332,3.1874763509,3.2391313808,3.0168215964,3.3903775717,2.2717287908,3.6552190189,2.8740200757,3.3124591585,2.3393213504,4.2293193335,2.9979937083,3.4702690701,2.4769095472,3.8530780214,3.7863967221,3.5117091324,3.1728053066,2.8905496788,3.4689944004,-0.2782908676,-0.2994503212,0.0833342897
4.8168603030,3.9942386961,4.1067431351,4.2442269346,4.5584735151,4.5104492026,3.8693705023,3.6891452914,3.7446529819,3.2432584708,3.2524576675,2.8013906030,1.3092084208,2.9304369517,3.0179079419,4.0879426615,4.9583968227,4.0559734935,3.9830478168,4.2916703876,4.3496553258,4.3441085168,3.8113752898,2.6622803170,4.2877810846,0.5541085168,-0.5277196830,-0.2924139708
2.2144977181,4.3143505122,3.1934486628,2.1919085174,3.0099638398,3.3687948519,2.9435158512,3.2728821103,2.8402710981,3.5575414805,4.3700390789,4.1370517457,4.2502476564,3.6130767012,3.2352836607,3.9280217982,3.6057198163,3.3949096642,3.4125969719,4.5363333495,3.6607151825,2.9848338501,3.1966010784,3.9211397686,3.7563827971,-0.8051661499,0.7311397686,-0.5886889925
4.7423529034,3.4238355053,3.9188725300,3.4904622569,2.4120281904,2.6314518371,2.7204225231,2.9741537643,4.1285105207,1.7205194838,2.9559819537,3.9117136008,3.3339664845,2.9797398849,2.7678346645,3.7509902264,3.1633972829,3.2403136563,4.4525032033,4.5359756119,3.8086684738,3.5975102772,2.8350116258,3.1898473177,3.8253080758,-0.1924897228,-0.0001526823,0.0000293898
3.9724750016,3.8480180751,3.9021205441,5.0458716293,4.2726942694,3.3510977953,3.8662799896,3.4466616803,4.0492327713,3.3971566856,3.5743048607,3.9149801301,3.4643872225,2.3704439319,2.2740938378,3.8401181565,3.8398058428,3.4067867481,4.0173447003,4.0089142660,4.6909701246,4.2082359039,3.6220857844,3.1196419966,3.9673233064,0.4182359039,-0.0703580034,-0.0294262431
4.8035677402,4.6808050767,3.8802808441,3.9335058607,3.7582415449,3.1269255461,4.0142368121,3.7774173242,3.1220692749,3.6582014619,2.9618379885,3.9676727684,3.9388274771,3.4091936950,2.7698856648,3.4646080082,3.6631433237,4.2161040681,3.3394826410,4.0362868097,2.8252066872,4.2112802133,3.5397700838,3.4094835187,3.5908052563,0.4212802133,0.2194835187,0.0924640636
3.6080436622,2.0091469186,2.1449261499,3.1236308471,2.6756479696,1.8047553104,2.1559652483,1.4293542224,1.3195912458,2.1032026284,3.2063886925,3.4836463128,4.4103303771,3.7585244894,3.9687480876,3.3266862701,3.0675669598,3.6331418222,2.0963698908,2.8519452971,3.0247158294,2.7122791095,1.7625737311,3.7655275919,3.0000710116,-1.0777208905,0.5755275919,-0.6202581088
4.1593975013,2.6468559132,3.1759342890,3.2459493069,2.5225477162,2.6702495116,2.4248342188,2.1748076128,3.0352796329,2.5511842456,4.1088158692,2.6805472121,4.2803640348,3.9366829805,3.2129066047,3.9312431213,3.1003995244,3.0037981452,2.0241534814,3.5485915452,2.5672262955,3.1501369453,2.5712710443,3.6438633403,3.0292353522,-0.6398630547,0.4538633403,-0.2904103833
2.5247644624,2.6957519575,2.4838968428,2.2972620509,3.6789408113,2.2115848131,2.4724892266,3.0611783385,2.2291816653,2.5103721481,5.0408822382,2.3952355371,3.7426407301,3.8375027615,3.9328161450,3.1883639093,3.9544867016,3.1715664089,3.9925552253,3.4496450359,3.9070401769,2.7361232250,2.4969612383,3.7898154824,3.6106095763,-1.0538767750,0.5998154824,-0.6321316062
4.9602979314,4.6401259427,5.1883905565,5.5476188291,4.4934689122,4.6658424110,3.8349274188,4.5587212895,4.5594524872,4.7315254850,3.8632047604,3.2900175943,4.7672350189,4.1999681704,4.9186450527,3.9022254450,5.2136584357,3.1613511300,4.2050451164,3.7631894243,4.4918214491,4.9659804344,4.4700938183,4.2078141193,4.1228818334,1.1759804344,1.0178141193,1.1969294902
3.8124281277,4.9209927548,4.4015492408,5.3594872884,5.4550374636,3.6409497516,3.9441098100,3.7333317842,4.3236756981,4.4914492715,3.7414711174,3.0544043014,1.6868807499,3.2977103154,3.4828505367,4.6524667626,4.1199982919,4.2974894810,4.8998568815,4.6177633081,4.1508168109,4.7898989751,4.0267032631,3.0526634042,4.4563985893,0.9998989751,-0.1373365958,-0.1373227214
3.6172081067,3.5868496147,3.8184466650,3.9327904308,4.2857370890,4.0448151314,3.4472640405,3.3781106264,4.5936051398,3.4713852520,2.6608297669,3.5051036323,2.8307877279,3.5899040423,2.8442480059,6.3018410832,5.9858198910,7.2842948549,6.7703902905,5.2312542796,6.0003860635,3.8482063812,3.7870360380,3.0861746351,6.2623310771,0.0582063812,-0.1038253649,-0.0060432988
3.4441818266,3.8412200885,3.6284573037,2.3659153255,2.7499335676,2.5553173930,3.0625499567,2.9652261142,2.9614024998,3.1518969410,3.9069566453,2.9248329802,3.4448702334,2.4929459876,2.6798635734,3.5527975434,3.8793132005,3.8889839386,3.2767515462,3.7860964886,4.6350731649,3.2059416224,2.9392785810,3.0898938840,3.8365026470,-0.5840583776,-0.1001061160,0.0584678157
4.5085613363,3.8335231793,3.0585662357,4.8894239080,4.4058807108,4.2543833457,3.8903233136,4.9776201033,4.1591665683,4.2247037797,2.8823678907,1.9968627801,2.3086512433,1.9526555333,1.3526170074,4.8453671841,4.4669150715,4.2189535786,3.8726928845,3.6590045227,4.3113550495,4.1391910740,4.3012394221,2.0986308910,4.2290480485,0.3491910740,-1.0913691090,-0.3810963513
4.1499236251,4.9026698831,5.1578795864,4.7861170745,4.4423328271,4.5161592633,4.8782260880,4.5104748381,3.5516370831,3.6283487561,2.4485560202,2.7202580276,1.9526391514,3.6097324783,2.4365044835,3.7893657826,3.4279818488,3.9123739682,4.1110701123,3.6056109023,4.2452467091,4.6877845992,4.2169692057,2.6335380322,3.8486082205,0.8977845992,-0.5564619678,-0.4995829848
3.2735015219,2.7223028868,2.7244663097,3.8631675366,2.8362944339,3.0349034572,2.2147297263,3.1756103285,2.9908526157,1.8686888968,2.8140473558,1.8040765938,2.1086278378,3.1323479403,3.2838550332,3.1528553288,3.3660050370,2.9539962453,2.8126161048,2.5497047059,2.9946499390,3.0839465378,2.6569570049,2.6285909522,2.9716378935,-0.7060534622,-0.5614090478,0.3963848020
3.7218387908,4.2894839420,4.7098835604,5.1022217345,4.5827191320,5.5811586458,4.9977828089,4.8140735332,4.4621481829,3.9569375775,1.9831627550,0.9924533288,0.3498168334,1.5648818269,2.8071395343,4.0000482107,3.9791859035,4.4635234470,4.9746192005,4.8622099881,3.4905297630,4.4812294319,4.7624201497,1.5394908557,4.2950194188,0.6912294319,-1.6505091443,-1.1408804982
3.2352394651,3.5401435904,3.8352990380,3.7146793246,4.4811156972,2.8122983605,4.0410661398,2.9062208380,2.6831889395,3.1027993264,3.9530925098,3.7665646505,4.0615063642,3.5897717276,2.2742058061,3.3655196805,3.4858415823,3.9552477634,3.4657586295,3.4230828874,3.8650957965,3.7612954231,3.1091147208,3.5290282116,3.5934243899,-0.0287045769,0.3390282116,-0.0097316614
